gender,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade,gender_encoded,parental_education_encoded,grade_encoded
male,high school,0,0,61.0,61.0,51.0,65.0,238.0,C,2,1.0,2.0
male,bachelor's degree,0,0,56.0,56.0,85.0,67.0,264.0,B,2,4.0,3.0
male,associate's degree,1,1,94.0,74.0,100.0,52.0,320.0,A,2,3.0,4.0
male,some college,0,1,87.0,64.0,75.0,33.0,259.0,B,2,2.0,3.0
male,high school,0,0,31.0,72.0,47.0,58.0,208.0,C,2,1.0,2.0
male,master's degree,0,0,67.0,71.0,60.0,35.0,233.0,C,2,5.0,2.0
male,some college,1,0,40.0,87.0,48.0,73.0,248.0,C,2,2.0,2.0
male,some college,0,1,27.0,78.0,100.0,100.0,305.0,B,2,2.0,3.0
male,associate's degree,1,1,53.0,61.0,68.0,39.0,221.0,C,2,3.0,2.0
male,some college,1,1,33.0,61.0,75.0,48.0,217.0,C,2,2.0,2.0
male,associate's degree,1,0,44.0,78.0,58.0,83.0,263.0,B,2,3.0,3.0
male,bachelor's degree,1,0,0.0,72.0,45.0,87.0,204.0,C,2,4.0,2.0
male,high school,1,1,45.0,53.0,69.0,77.0,244.0,C,2,1.0,2.0
male,some college,0,0,81.0,67.0,65.0,65.0,278.0,B,2,2.0,3.0
male,high school,1,1,23.0,59.0,65.0,9.0,156.0,D,2,1.0,1.0
male,associate's degree,1,0,35.0,96.0,45.0,72.0,248.0,C,2,3.0,2.0
male,some college,0,1,70.0,68.0,68.0,44.0,250.0,B,2,2.0,3.0
male,high school,0,0,58.0,96.0,59.0,9.0,222.0,C,2,1.0,2.0
male,associate's degree,1,0,35.0,100.0,100.0,81.0,316.0,B,2,3.0,3.0
male,associate's degree,1,0,43.0,38.0,52.0,75.0,208.0,C,2,3.0,2.0
male,master's degree,0,1,20.0,49.0,82.0,32.0,183.0,D,2,5.0,1.0
male,master's degree,0,1,20.0,78.0,100.0,48.0,246.0,C,2,5.0,2.0
male,some college,1,0,21.0,87.0,53.0,71.0,232.0,C,2,2.0,2.0
male,some college,1,0,73.0,54.0,56.0,96.0,279.0,B,2,2.0,3.0
male,associate's degree,1,0,82.0,97.0,53.0,70.0,302.0,B,2,3.0,3.0
male,associate's degree,1,1,57.0,65.0,64.0,17.0,203.0,C,2,3.0,2.0
male,associate's degree,0,0,36.0,61.0,35.0,49.0,181.0,D,2,3.0,1.0
male,bachelor's degree,0,0,44.0,86.0,74.0,91.0,295.0,B,2,4.0,3.0
male,high school,0,1,34.0,79.0,68.0,63.0,244.0,C,2,1.0,2.0
male,high school,0,1,57.0,35.0,93.0,64.0,249.0,C,2,1.0,2.0
male,some college,1,0,44.0,73.0,56.0,96.0,269.0,B,2,2.0,3.0
male,high school,1,0,50.0,83.0,90.0,69.0,292.0,B,2,1.0,3.0
male,bachelor's degree,1,0,61.0,78.0,62.0,89.0,290.0,B,2,4.0,3.0
male,high school,0,1,59.0,59.0,76.0,57.0,251.0,B,2,1.0,3.0
male,master's degree,1,0,20.0,69.0,45.0,99.0,233.0,C,2,5.0,2.0
male,some college,1,1,53.0,94.0,79.0,76.0,302.0,B,2,2.0,3.0
male,high school,1,0,76.0,100.0,54.0,90.0,320.0,A,2,1.0,4.0
male,high school,1,1,35.0,59.0,40.0,50.0,184.0,D,2,1.0,1.0
male,high school,1,0,99.0,93.0,84.0,100.0,376.0,A,2,1.0,4.0
male,bachelor's degree,1,1,36.0,83.0,48.0,66.0,233.0,C,2,4.0,2.0
male,bachelor's degree,1,1,44.0,57.0,82.0,63.0,246.0,C,2,4.0,2.0
male,some college,1,0,20.0,61.0,10.0,19.0,110.0,Fail,2,2.0,0.0
male,bachelor's degree,1,0,37.0,63.0,52.0,94.0,246.0,C,2,4.0,2.0
male,some college,0,1,39.0,63.0,60.0,87.0,249.0,C,2,2.0,2.0
male,high school,1,0,59.0,86.0,98.0,79.0,322.0,A,2,1.0,4.0
male,master's degree,1,0,38.0,17.0,75.0,30.0,160.0,D,2,5.0,1.0
male,associate's degree,0,1,43.0,76.0,83.0,100.0,302.0,B,2,3.0,3.0
male,some college,0,0,55.0,26.0,53.0,69.0,203.0,C,2,2.0,2.0
male,bachelor's degree,0,1,18.0,67.0,57.0,89.0,231.0,C,2,4.0,2.0
male,bachelor's degree,1,1,54.0,92.0,56.0,37.0,239.0,C,2,4.0,2.0
male,bachelor's degree,1,0,35.0,72.0,77.0,77.0,261.0,B,2,4.0,3.0
male,high school,1,1,100.0,57.0,67.0,64.0,288.0,B,2,1.0,3.0
male,high school,1,0,62.0,71.0,62.0,85.0,280.0,B,2,1.0,3.0
male,some college,0,0,42.0,58.0,71.0,45.0,216.0,C,2,2.0,2.0
male,high school,1,0,12.0,87.0,31.0,87.0,217.0,C,2,1.0,2.0
male,high school,1,1,75.0,93.0,89.0,100.0,357.0,A,2,1.0,4.0
male,bachelor's degree,1,0,62.0,72.0,23.0,62.0,219.0,C,2,4.0,2.0
male,some college,1,0,10.0,100.0,73.0,47.0,230.0,C,2,2.0,2.0
male,associate's degree,0,0,64.0,66.0,64.0,46.0,240.0,C,2,3.0,2.0
male,master's degree,1,0,34.0,23.0,55.0,84.0,196.0,D,2,5.0,1.0
male,some college,1,0,61.0,71.0,55.0,100.0,287.0,B,2,2.0,3.0
male,high school,0,0,60.0,89.0,79.0,69.0,297.0,B,2,1.0,3.0
male,some college,1,1,42.0,61.0,96.0,52.0,251.0,B,2,2.0,3.0
male,high school,0,0,24.0,60.0,66.0,38.0,188.0,D,2,1.0,1.0
male,high school,1,0,57.0,58.0,93.0,86.0,294.0,B,2,1.0,3.0
male,bachelor's degree,1,0,14.0,89.0,73.0,69.0,245.0,C,2,4.0,2.0
male,some college,0,1,10.0,92.0,63.0,45.0,210.0,C,2,2.0,2.0
male,high school,0,0,67.0,83.0,96.0,40.0,286.0,B,2,1.0,3.0
male,some college,1,0,64.0,66.0,86.0,82.0,298.0,B,2,2.0,3.0
male,bachelor's degree,0,1,77.0,100.0,53.0,100.0,330.0,A,2,4.0,4.0
male,some college,1,0,16.0,64.0,71.0,26.0,177.0,D,2,2.0,1.0
male,some college,1,1,57.0,48.0,81.0,79.0,265.0,B,2,2.0,3.0
male,master's degree,1,0,61.0,76.0,85.0,96.0,318.0,B,2,5.0,3.0
male,associate's degree,1,1,42.0,35.0,43.0,62.0,182.0,D,2,3.0,1.0
male,associate's degree,1,0,15.0,62.0,78.0,87.0,242.0,C,2,3.0,2.0
male,associate's degree,1,0,88.0,55.0,82.0,57.0,282.0,B,2,3.0,3.0
male,bachelor's degree,1,0,30.0,89.0,59.0,87.0,265.0,B,2,4.0,3.0
male,high school,1,0,35.0,94.0,52.0,82.0,263.0,B,2,1.0,3.0
male,associate's degree,1,1,67.0,87.0,47.0,47.0,248.0,C,2,3.0,2.0
male,high school,1,0,38.0,99.0,83.0,98.0,318.0,B,2,1.0,3.0
male,associate's degree,0,0,51.0,57.0,86.0,39.0,233.0,C,2,3.0,2.0
male,bachelor's degree,1,0,13.0,69.0,35.0,30.0,147.0,Fail,2,4.0,0.0
male,high school,1,0,28.0,78.0,49.0,37.0,192.0,D,2,1.0,1.0
male,some college,1,1,67.0,39.0,71.0,97.0,274.0,B,2,2.0,3.0
male,high school,1,1,35.0,94.0,59.0,91.0,279.0,B,2,1.0,3.0
male,bachelor's degree,0,1,75.0,86.0,54.0,35.0,250.0,B,2,4.0,3.0
male,high school,0,0,61.0,49.0,86.0,34.0,230.0,C,2,1.0,2.0
male,high school,0,1,38.0,69.0,76.0,69.0,252.0,B,2,1.0,3.0
male,bachelor's degree,0,1,11.0,93.0,69.0,42.0,215.0,C,2,4.0,2.0
male,master's degree,1,1,41.0,98.0,57.0,23.0,219.0,C,2,5.0,2.0
male,high school,1,0,62.0,51.0,72.0,65.0,250.0,B,2,1.0,3.0
male,high school,0,0,72.0,34.0,75.0,66.0,247.0,C,2,1.0,2.0
male,master's degree,1,0,29.0,100.0,66.0,55.0,250.0,B,2,5.0,3.0
male,some college,0,0,59.0,65.0,64.0,65.0,253.0,B,2,2.0,3.0
male,associate's degree,0,1,66.0,100.0,64.0,71.0,301.0,B,2,3.0,3.0
male,high school,0,0,61.0,47.0,67.0,62.0,237.0,C,2,1.0,2.0
male,some college,1,1,48.0,60.0,69.0,9.0,186.0,D,2,2.0,1.0
male,some college,1,0,83.0,91.0,52.0,33.0,259.0,B,2,2.0,3.0
male,associate's degree,1,0,64.0,60.0,49.0,42.0,215.0,C,2,3.0,2.0
male,associate's degree,0,0,22.0,89.0,65.0,26.0,202.0,C,2,3.0,2.0
male,high school,1,1,91.0,82.0,60.0,54.0,287.0,B,2,1.0,3.0
male,bachelor's degree,0,0,78.0,65.0,84.0,58.0,285.0,B,2,4.0,3.0
male,associate's degree,0,0,32.0,40.0,100.0,90.0,262.0,B,2,3.0,3.0
male,some college,1,1,30.0,99.0,76.0,52.0,257.0,B,2,2.0,3.0
male,high school,1,0,36.0,52.0,82.0,82.0,252.0,B,2,1.0,3.0
male,master's degree,1,0,28.0,49.0,73.0,67.0,217.0,C,2,5.0,2.0
male,associate's degree,1,1,49.0,60.0,70.0,71.0,250.0,B,2,3.0,3.0
male,high school,1,1,23.0,53.0,65.0,54.0,195.0,D,2,1.0,1.0
male,associate's degree,0,0,28.0,48.0,91.0,56.0,223.0,C,2,3.0,2.0
male,master's degree,1,0,18.0,92.0,60.0,54.0,224.0,C,2,5.0,2.0
male,high school,1,0,79.0,36.0,76.0,50.0,241.0,C,2,1.0,2.0
male,bachelor's degree,1,0,49.0,74.0,85.0,74.0,282.0,B,2,4.0,3.0
male,bachelor's degree,0,0,31.0,52.0,87.0,80.0,250.0,B,2,4.0,3.0
male,bachelor's degree,1,0,100.0,72.0,66.0,34.0,272.0,B,2,4.0,3.0
male,master's degree,0,0,57.0,28.0,63.0,39.0,187.0,D,2,5.0,1.0
male,master's degree,1,0,83.0,64.0,41.0,81.0,269.0,B,2,5.0,3.0
male,some college,0,1,79.0,89.0,79.0,90.0,337.0,A,2,2.0,4.0
male,bachelor's degree,1,0,50.0,61.0,100.0,64.0,275.0,B,2,4.0,3.0
male,some college,0,0,53.0,63.0,81.0,38.0,235.0,C,2,2.0,2.0
male,high school,1,0,45.0,100.0,71.0,98.0,314.0,B,2,1.0,3.0
male,high school,0,1,66.0,70.0,35.0,64.0,235.0,C,2,1.0,2.0
male,high school,1,1,78.0,54.0,52.0,66.0,250.0,B,2,1.0,3.0
male,bachelor's degree,1,0,30.0,71.0,72.0,9.0,182.0,D,2,4.0,1.0
male,high school,1,0,50.0,88.0,72.0,31.0,241.0,C,2,1.0,2.0
male,high school,0,1,38.0,74.0,60.0,100.0,272.0,B,2,1.0,3.0
male,bachelor's degree,1,1,40.0,38.0,87.0,56.0,221.0,C,2,4.0,2.0
male,some college,0,1,47.0,35.0,57.0,45.0,184.0,D,2,2.0,1.0
male,high school,1,0,26.0,94.0,79.0,99.0,298.0,B,2,1.0,3.0
male,associate's degree,1,1,36.0,95.0,55.0,41.0,227.0,C,2,3.0,2.0
male,bachelor's degree,1,0,57.0,100.0,62.0,76.0,295.0,B,2,4.0,3.0
male,some college,0,0,15.0,64.0,42.0,88.0,209.0,C,2,2.0,2.0
male,bachelor's degree,0,1,26.0,66.0,84.0,49.0,225.0,C,2,4.0,2.0
male,some college,1,1,31.0,55.0,79.0,55.0,220.0,C,2,2.0,2.0
male,high school,1,0,49.0,88.0,100.0,71.0,308.0,B,2,1.0,3.0
male,associate's degree,0,0,59.0,58.0,85.0,100.0,302.0,B,2,3.0,3.0
male,high school,1,0,0.0,50.0,64.0,56.0,170.0,D,2,1.0,1.0
male,high school,1,1,78.0,19.0,66.0,37.0,200.0,C,2,1.0,2.0
male,high school,0,0,25.0,68.0,32.0,62.0,187.0,D,2,1.0,1.0
male,some college,1,1,81.0,86.0,62.0,97.0,326.0,A,2,2.0,4.0
male,bachelor's degree,1,0,86.0,77.0,89.0,67.0,319.0,B,2,4.0,3.0
male,high school,0,1,47.0,86.0,74.0,78.0,285.0,B,2,1.0,3.0
male,some college,0,0,98.0,68.0,89.0,57.0,312.0,B,2,2.0,3.0
male,high school,0,0,33.0,48.0,49.0,73.0,203.0,C,2,1.0,2.0
male,high school,1,1,76.0,100.0,87.0,40.0,303.0,B,2,1.0,3.0
male,some college,1,0,73.0,84.0,100.0,48.0,305.0,B,2,2.0,3.0
male,some college,1,1,85.0,79.0,87.0,57.0,308.0,B,2,2.0,3.0
male,master's degree,0,1,57.0,51.0,62.0,68.0,238.0,C,2,5.0,2.0
male,some college,0,0,15.0,42.0,37.0,66.0,160.0,D,2,2.0,1.0
male,high school,1,1,93.0,91.0,64.0,27.0,275.0,B,2,1.0,3.0
male,master's degree,1,0,18.0,67.0,56.0,35.0,176.0,D,2,5.0,1.0
male,some college,0,0,37.0,78.0,46.0,9.0,170.0,D,2,2.0,1.0
male,high school,0,0,29.0,51.0,38.0,9.0,127.0,Fail,2,1.0,0.0
male,bachelor's degree,1,0,31.0,86.0,63.0,48.0,228.0,C,2,4.0,2.0
male,master's degree,0,0,37.0,50.0,77.0,64.0,228.0,C,2,5.0,2.0
male,high school,1,0,37.0,100.0,61.0,94.0,292.0,B,2,1.0,3.0
Unknown,high school,0,0,78.0,82.0,85.0,63.0,308.0,B,0,1.0,3.0
male,associate's degree,0,0,38.0,82.0,100.0,96.0,316.0,B,2,3.0,3.0
male,Unknown,0,0,38.0,88.0,95.0,92.0,313.0,B,2,0.0,3.0
male,bachelor's degree,1,0,45.0,47.0,64.0,61.0,217.0,C,2,4.0,2.0
male,some college,0,0,45.0,67.0,85.0,61.0,258.0,B,2,2.0,3.0
male,some college,1,1,58.0,56.0,53.0,37.0,204.0,C,2,2.0,2.0
male,bachelor's degree,1,1,69.0,71.0,93.0,53.0,286.0,B,2,4.0,3.0
male,high school,1,1,66.0,47.0,72.5,60.0,245.5,C,2,1.0,2.0
male,bachelor's degree,1,0,28.0,78.0,42.0,67.0,215.0,C,2,4.0,2.0
male,associate's degree,1,1,100.0,55.0,89.0,41.0,285.0,B,2,3.0,3.0
male,bachelor's degree,0,0,31.0,58.0,81.0,66.0,236.0,C,2,4.0,2.0
male,high school,0,0,36.0,79.0,55.0,91.0,261.0,B,2,1.0,3.0
male,some college,1,0,16.0,40.0,49.0,64.0,169.0,D,2,2.0,1.0
male,high school,1,1,98.0,47.0,48.0,37.0,230.0,C,2,1.0,2.0
male,bachelor's degree,0,0,27.0,38.0,74.0,99.0,238.0,C,2,4.0,2.0
male,some college,1,0,9.0,58.0,64.0,50.0,181.0,D,2,2.0,1.0
male,associate's degree,0,0,30.0,87.0,76.0,68.0,261.0,B,2,3.0,3.0
male,high school,1,0,69.0,56.0,80.0,72.0,277.0,B,2,1.0,3.0
male,high school,1,0,35.0,59.0,69.0,100.0,263.0,B,2,1.0,3.0
male,master's degree,1,0,61.0,97.0,68.0,100.0,326.0,A,2,5.0,4.0
male,some college,0,1,68.0,59.0,98.0,95.0,320.0,A,2,2.0,4.0
male,high school,0,0,83.0,44.0,55.0,71.0,253.0,B,2,1.0,3.0
male,high school,1,0,57.0,100.0,46.0,81.0,284.0,B,2,1.0,3.0
male,high school,1,1,39.0,87.0,65.0,64.0,255.0,B,2,1.0,3.0
male,high school,0,0,29.0,89.0,61.0,100.0,279.0,B,2,1.0,3.0
male,some college,1,0,83.0,92.0,54.0,76.0,305.0,B,2,2.0,3.0
male,associate's degree,0,0,13.0,60.0,40.0,69.0,182.0,D,2,3.0,1.0
male,some college,0,0,51.0,57.0,68.0,41.0,217.0,C,2,2.0,2.0
male,high school,1,0,68.0,74.0,58.0,79.0,279.0,B,2,1.0,3.0
male,some college,1,1,56.0,72.0,76.0,59.0,263.0,B,2,2.0,3.0
male,some college,1,0,57.0,85.0,87.0,74.0,303.0,B,2,2.0,3.0
male,associate's degree,1,0,30.0,98.0,91.0,94.0,313.0,B,2,3.0,3.0
male,associate's degree,1,1,54.0,52.0,55.0,38.0,199.0,D,2,3.0,1.0
male,high school,1,1,44.0,74.0,68.0,41.0,227.0,C,2,1.0,2.0
male,high school,0,0,33.0,81.0,34.0,53.0,201.0,C,2,1.0,2.0
male,high school,1,0,84.0,62.0,85.0,62.0,293.0,B,2,1.0,3.0
male,bachelor's degree,1,1,79.0,68.0,81.0,85.0,313.0,B,2,4.0,3.0
male,high school,0,0,53.0,40.0,35.0,86.0,214.0,C,2,1.0,2.0
male,master's degree,0,1,29.0,73.0,72.0,86.0,260.0,B,2,5.0,3.0
male,some college,0,0,51.0,69.0,72.0,63.0,255.0,B,2,2.0,3.0
male,bachelor's degree,1,1,98.0,43.0,56.0,69.0,266.0,B,2,4.0,3.0
male,high school,1,1,64.0,69.0,72.0,44.0,249.0,C,2,1.0,2.0
male,some college,0,0,21.0,92.0,72.0,80.0,265.0,B,2,2.0,3.0
male,some college,1,1,64.0,70.0,59.0,67.0,260.0,B,2,2.0,3.0
male,master's degree,1,0,55.0,78.0,100.0,72.0,305.0,B,2,5.0,3.0
male,high school,0,0,29.0,80.0,96.0,90.0,295.0,B,2,1.0,3.0
male,associate's degree,1,0,65.0,30.0,31.0,43.0,169.0,D,2,3.0,1.0
male,some college,1,0,33.0,66.0,64.0,92.0,255.0,B,2,2.0,3.0
male,some college,0,0,39.0,45.0,52.0,58.0,194.0,D,2,2.0,1.0
male,high school,1,1,85.0,43.0,96.0,80.0,304.0,B,2,1.0,3.0
male,associate's degree,1,0,75.0,51.0,35.0,9.0,170.0,D,2,3.0,1.0
male,high school,1,0,79.0,73.0,76.0,62.0,290.0,B,2,1.0,3.0
male,bachelor's degree,0,1,39.0,92.0,76.0,55.0,262.0,B,2,4.0,3.0
male,master's degree,0,1,36.0,78.0,38.0,9.0,161.0,D,2,5.0,1.0
male,some college,0,1,24.0,100.0,66.0,36.0,226.0,C,2,2.0,2.0
male,high school,0,0,32.0,100.0,66.0,72.0,270.0,B,2,1.0,3.0
male,high school,0,0,54.0,71.0,48.0,69.0,242.0,C,2,1.0,2.0
male,some college,0,0,32.0,98.0,59.0,48.0,237.0,C,2,2.0,2.0
male,high school,0,0,33.0,76.0,45.0,49.0,203.0,C,2,1.0,2.0
male,bachelor's degree,1,1,81.0,95.0,90.0,76.0,342.0,A,2,4.0,4.0
male,some college,0,0,59.0,100.0,69.0,57.0,285.0,B,2,2.0,3.0
male,some college,1,1,63.0,88.0,63.0,60.0,274.0,B,2,2.0,3.0
male,some college,1,0,19.0,79.0,54.0,52.0,204.0,C,2,2.0,2.0
male,associate's degree,1,0,43.0,70.0,40.0,68.0,221.0,C,2,3.0,2.0
male,some college,1,1,48.0,46.0,49.0,25.0,168.0,D,2,2.0,1.0
male,high school,0,0,34.0,86.0,75.0,48.0,243.0,C,2,1.0,2.0
male,bachelor's degree,0,0,88.0,50.0,59.0,91.0,288.0,B,2,4.0,3.0
male,some college,1,1,59.0,98.0,63.0,61.0,281.0,B,2,2.0,3.0
male,some college,0,0,48.0,79.0,96.0,24.0,247.0,C,2,2.0,2.0
male,some college,1,0,75.0,83.0,100.0,71.0,329.0,A,2,2.0,4.0
male,associate's degree,1,0,60.0,84.0,72.0,74.0,290.0,B,2,3.0,3.0
male,high school,0,1,53.0,17.0,62.0,62.0,194.0,D,2,1.0,1.0
male,associate's degree,1,1,37.0,48.0,54.0,54.0,193.0,D,2,3.0,1.0
male,some college,0,0,78.0,59.0,45.0,39.0,221.0,C,2,2.0,2.0
male,high school,1,0,50.0,99.0,62.0,76.0,287.0,B,2,1.0,3.0
male,associate's degree,1,0,56.0,52.0,28.0,89.0,225.0,C,2,3.0,2.0
male,bachelor's degree,1,0,40.0,48.0,38.0,68.0,194.0,D,2,4.0,1.0
male,high school,1,1,51.0,40.0,65.0,70.0,226.0,C,2,1.0,2.0
male,bachelor's degree,1,0,25.0,34.0,61.0,84.0,204.0,C,2,4.0,2.0
male,associate's degree,1,1,14.0,62.0,50.0,55.0,181.0,D,2,3.0,1.0
male,some college,1,0,56.0,73.0,76.0,60.0,265.0,B,2,2.0,3.0
male,associate's degree,0,1,34.0,65.0,83.0,81.0,263.0,B,2,3.0,3.0
male,high school,1,1,87.0,80.0,70.0,21.0,258.0,B,2,1.0,3.0
male,associate's degree,1,0,29.0,92.0,27.0,39.0,187.0,D,2,3.0,1.0
male,high school,1,0,30.0,88.0,66.0,100.0,284.0,B,2,1.0,3.0
male,bachelor's degree,0,1,86.0,45.0,40.0,72.0,243.0,C,2,4.0,2.0
male,high school,0,1,64.0,44.0,79.0,93.0,280.0,B,2,1.0,3.0
male,some college,1,0,48.0,43.0,27.0,91.0,209.0,C,2,2.0,2.0
male,associate's degree,1,0,71.0,41.0,79.0,54.0,245.0,C,2,3.0,2.0
male,high school,1,0,29.0,76.0,50.0,61.0,216.0,C,2,1.0,2.0
male,some college,0,1,51.0,67.0,82.0,68.0,268.0,B,2,2.0,3.0
male,bachelor's degree,1,0,24.0,40.0,35.0,27.0,126.0,Fail,2,4.0,0.0
male,high school,1,0,68.0,79.0,68.0,100.0,315.0,B,2,1.0,3.0
male,bachelor's degree,1,0,70.0,91.0,35.0,64.0,260.0,B,2,4.0,3.0
male,some college,1,1,100.0,83.0,82.0,60.0,325.0,A,2,2.0,4.0
male,bachelor's degree,0,0,70.0,57.0,56.0,85.0,268.0,B,2,4.0,3.0
male,some college,1,0,70.0,93.0,65.0,77.0,305.0,B,2,2.0,3.0
male,associate's degree,1,0,83.0,100.0,71.0,82.0,336.0,A,2,3.0,4.0
male,high school,1,0,34.0,54.0,100.0,71.0,259.0,B,2,1.0,3.0
male,master's degree,0,1,40.0,84.0,61.0,9.0,194.0,D,2,5.0,1.0
male,some college,0,1,29.0,66.0,67.0,44.0,206.0,C,2,2.0,2.0
male,high school,1,1,93.0,72.0,60.0,68.0,293.0,B,2,1.0,3.0
male,bachelor's degree,1,1,56.0,63.0,78.0,54.0,251.0,B,2,4.0,3.0
male,some college,1,0,70.0,77.0,63.0,71.0,281.0,B,2,2.0,3.0
male,high school,1,1,89.0,87.0,41.0,100.0,317.0,B,2,1.0,3.0
male,associate's degree,1,1,33.0,93.0,59.0,77.0,262.0,B,2,3.0,3.0
male,some college,1,0,43.0,44.0,39.0,76.0,202.0,C,2,2.0,2.0
male,associate's degree,1,0,56.0,100.0,85.0,61.0,302.0,B,2,3.0,3.0
male,associate's degree,1,1,97.0,67.0,88.0,93.0,345.0,A,2,3.0,4.0
male,high school,1,0,53.0,55.0,61.0,91.0,260.0,B,2,1.0,3.0
male,associate's degree,0,0,80.0,74.0,63.0,65.0,282.0,B,2,3.0,3.0
male,some college,1,0,96.0,17.0,59.0,54.0,226.0,C,2,2.0,2.0
male,some college,0,1,77.0,80.0,61.0,83.0,301.0,B,2,2.0,3.0
male,high school,1,0,26.0,47.0,36.0,54.0,163.0,D,2,1.0,1.0
male,some college,1,1,37.0,60.0,78.0,46.0,221.0,C,2,2.0,2.0
male,some college,0,0,67.0,82.0,42.0,44.0,235.0,C,2,2.0,2.0
male,some college,0,1,79.0,86.0,62.0,45.0,272.0,B,2,2.0,3.0
male,high school,0,0,24.0,60.0,63.0,61.0,208.0,C,2,1.0,2.0
male,high school,0,1,80.0,94.0,61.0,38.0,273.0,B,2,1.0,3.0
male,some college,1,0,8.0,35.0,54.0,47.0,144.0,Fail,2,2.0,0.0
male,high school,0,0,38.0,91.0,61.0,35.0,225.0,C,2,1.0,2.0
male,bachelor's degree,1,0,50.0,47.0,85.0,34.0,216.0,C,2,4.0,2.0
male,bachelor's degree,1,0,89.0,40.0,10.0,76.0,215.0,C,2,4.0,2.0
male,bachelor's degree,0,1,49.0,75.0,81.0,51.0,256.0,B,2,4.0,3.0
male,associate's degree,1,0,29.0,100.0,26.0,36.0,191.0,D,2,3.0,1.0
male,high school,0,0,96.0,73.0,95.0,91.0,355.0,A,2,1.0,4.0
male,some college,1,0,71.0,91.0,90.0,43.0,295.0,B,2,2.0,3.0
male,some college,1,0,41.0,63.0,87.0,57.0,248.0,C,2,2.0,2.0
male,high school,1,0,44.0,96.0,78.0,41.0,259.0,B,2,1.0,3.0
male,high school,0,1,72.0,84.0,66.0,38.0,260.0,B,2,1.0,3.0
male,associate's degree,1,1,85.0,92.0,100.0,71.0,348.0,A,2,3.0,4.0
male,high school,1,1,40.0,58.0,66.0,78.0,242.0,C,2,1.0,2.0
male,high school,0,0,53.0,67.0,100.0,55.0,275.0,B,2,1.0,3.0
male,high school,1,1,73.0,53.0,62.0,49.0,237.0,C,2,1.0,2.0
male,bachelor's degree,0,1,11.0,87.0,81.0,67.0,246.0,C,2,4.0,2.0
male,associate's degree,0,1,37.0,66.0,54.0,34.0,191.0,D,2,3.0,1.0
male,associate's degree,1,0,0.0,82.0,84.0,34.0,200.0,C,2,3.0,2.0
male,some college,1,0,76.0,56.0,81.0,86.0,299.0,B,2,2.0,3.0
male,high school,1,1,100.0,63.0,75.0,47.0,285.0,B,2,1.0,3.0
male,bachelor's degree,1,1,93.0,46.0,51.0,57.0,247.0,C,2,4.0,2.0
male,some college,1,0,99.0,92.0,92.0,83.0,366.0,A,2,2.0,4.0
male,master's degree,1,0,37.0,100.0,71.0,52.0,260.0,B,2,5.0,3.0
male,some college,0,1,94.0,17.0,39.0,53.0,203.0,C,2,2.0,2.0
male,high school,1,1,53.0,96.0,91.0,54.0,294.0,B,2,1.0,3.0
male,associate's degree,1,0,23.0,70.0,89.0,97.0,279.0,B,2,3.0,3.0
male,high school,1,0,56.0,70.0,81.0,84.0,291.0,B,2,1.0,3.0
male,bachelor's degree,1,1,40.0,69.0,84.0,61.0,254.0,B,2,4.0,3.0
male,some college,1,0,45.0,66.0,92.0,53.0,256.0,B,2,2.0,3.0
male,some college,1,0,52.0,90.0,69.0,96.0,307.0,B,2,2.0,3.0
male,master's degree,0,0,100.0,90.0,68.0,77.0,335.0,A,2,5.0,4.0
male,high school,1,0,73.0,88.0,68.0,91.0,320.0,A,2,1.0,4.0
male,associate's degree,1,0,44.0,93.0,73.0,27.0,237.0,C,2,3.0,2.0
male,high school,1,1,29.0,79.0,100.0,89.0,297.0,B,2,1.0,3.0
male,some college,1,1,79.0,36.0,96.0,96.0,307.0,B,2,2.0,3.0
male,bachelor's degree,1,0,48.0,51.0,16.0,53.0,168.0,D,2,4.0,1.0
male,associate's degree,1,0,77.0,80.0,43.0,90.0,290.0,B,2,3.0,3.0
male,some college,0,0,62.0,96.0,80.0,99.0,337.0,A,2,2.0,4.0
male,high school,0,1,21.0,63.0,88.0,89.0,261.0,B,2,1.0,3.0
male,high school,1,0,51.0,63.0,99.0,66.0,279.0,B,2,1.0,3.0
male,high school,1,1,100.0,87.0,57.0,92.0,336.0,A,2,1.0,4.0
male,associate's degree,1,0,59.0,72.0,87.0,42.0,260.0,B,2,3.0,3.0
male,some college,0,0,78.0,82.0,38.0,86.0,284.0,B,2,2.0,3.0
male,some college,1,1,25.0,77.0,23.0,72.0,197.0,D,2,2.0,1.0
male,high school,1,0,58.0,80.0,82.0,74.0,294.0,B,2,1.0,3.0
male,high school,0,0,88.0,76.0,99.0,29.0,292.0,B,2,1.0,3.0
male,some college,0,0,51.0,55.0,56.0,58.0,220.0,C,2,2.0,2.0
male,associate's degree,1,0,26.0,61.0,53.0,42.0,182.0,D,2,3.0,1.0
male,some college,1,1,41.0,97.0,61.0,56.0,255.0,B,2,2.0,3.0
male,bachelor's degree,1,0,37.0,78.0,55.0,51.0,221.0,C,2,4.0,2.0
male,high school,1,0,56.0,86.0,32.0,66.0,240.0,C,2,1.0,2.0
male,bachelor's degree,1,1,86.0,73.0,55.0,75.0,289.0,B,2,4.0,3.0
male,bachelor's degree,0,0,64.0,51.0,27.0,48.0,190.0,D,2,4.0,1.0
